13:29:48 509	 start loadBaseParameter 
15:53:47 628	7 finish getImage
15:53:47 630	 1:start getImage
15:53:47 631	 2 getImage times:0
15:53:47 639	3  GrabFrame times:0,result=
15:53:47 644	 5 ImageProcess result=
15:53:47 647	7 finish getImage
15:53:47 819	 1:start getImage
15:53:47 820	 2 getImage times:0
15:53:47 821	3  GrabFrame times:0,result=
15:53:47 826	 5 ImageProcess result=
15:53:47 829	7 finish getImage
15:53:47 831	 1:start getImage
15:53:47 832	 2 getImage times:0
15:53:47 838	3  GrabFrame times:0,result=
15:53:47 844	 5 ImageProcess result=
15:53:47 847	7 finish getImage
15:53:48 019	 1:start getImage
15:53:48 019	 2 getImage times:0
15:53:48 020	3  GrabFrame times:0,result=
15:53:48 025	 5 ImageProcess result=
15:53:48 029	7 finish getImage
15:53:48 032	 1:start getImage
15:53:48 032	 2 getImage times:0
15:53:48 039	3  GrabFrame times:0,result=
15:53:48 044	 5 ImageProcess result=
15:53:48 047	7 finish getImage
15:53:48 219	 1:start getImage
15:53:48 219	 2 getImage times:0
15:53:48 220	3  GrabFrame times:0,result=
15:53:48 225	 5 ImageProcess result=
15:53:48 229	7 finish getImage
15:53:48 231	 1:start getImage
15:53:48 232	 2 getImage times:0
15:53:48 239	3  GrabFrame times:0,result=
15:53:48 244	 5 ImageProcess result=
15:53:48 247	7 finish getImage
15:53:48 419	 1:start getImage
15:53:48 419	 2 getImage times:0
15:53:48 420	3  GrabFrame times:0,result=
15:53:48 425	 5 ImageProcess result=
15:53:48 429	7 finish getImage
15:53:48 432	 1:start getImage
15:53:48 432	 2 getImage times:0
15:53:48 439	3  GrabFrame times:0,result=
15:53:48 444	 5 ImageProcess result=
15:53:48 448	7 finish getImage
15:53:48 619	 1:start getImage
15:53:48 619	 2 getImage times:0
15:53:48 620	3  GrabFrame times:0,result=
15:53:48 626	 5 ImageProcess result=
15:53:48 629	7 finish getImage
15:53:48 631	 1:start getImage
15:53:48 632	 2 getImage times:0
15:53:48 639	3  GrabFrame times:0,result=
15:53:48 644	 5 ImageProcess result=
15:53:48 648	7 finish getImage
15:53:48 819	 1:start getImage
15:53:48 819	 2 getImage times:0
15:53:48 820	3  GrabFrame times:0,result=
15:53:48 826	 5 ImageProcess result=
15:53:48 830	7 finish getImage
15:53:48 832	 1:start getImage
15:53:48 832	 2 getImage times:0
15:53:48 838	3  GrabFrame times:0,result=
15:53:48 843	 5 ImageProcess result=
15:53:48 847	7 finish getImage
15:53:49 018	 1:start getImage
15:53:49 018	 2 getImage times:0
15:53:49 019	3  GrabFrame times:0,result=
15:53:49 024	 5 ImageProcess result=
15:53:49 029	7 finish getImage
15:53:49 031	 1:start getImage
15:53:49 032	 2 getImage times:0
15:53:49 038	3  GrabFrame times:0,result=
15:53:49 044	 5 ImageProcess result=
15:53:49 047	7 finish getImage
15:53:49 219	 1:start getImage
15:53:49 219	 2 getImage times:0
15:53:49 220	3  GrabFrame times:0,result=
15:53:49 225	 5 ImageProcess result=
15:53:49 229	7 finish getImage
15:53:49 231	 1:start getImage
15:53:49 232	 2 getImage times:0
15:53:49 238	3  GrabFrame times:0,result=
15:53:49 244	 5 ImageProcess result=
15:53:49 247	7 finish getImage
15:53:49 430	 1:start getImage
15:53:49 430	 2 getImage times:0
15:53:49 432	3  GrabFrame times:0,result=
15:53:49 437	 5 ImageProcess result=
15:53:49 441	7 finish getImage
15:53:49 444	 1:start getImage
15:53:49 445	 2 getImage times:0
15:53:49 445	3  GrabFrame times:0,result=
15:53:49 451	 5 ImageProcess result=
15:53:49 454	7 finish getImage
15:53:49 628	 1:start getImage
15:53:49 628	 2 getImage times:0
15:53:49 629	3  GrabFrame times:0,result=
15:53:49 635	 5 ImageProcess result=
15:53:49 639	7 finish getImage
15:53:49 641	 1:start getImage
15:53:49 642	 2 getImage times:0
15:53:49 643	3  GrabFrame times:0,result=
15:53:49 648	 5 ImageProcess result=
15:53:49 651	7 finish getImage
15:53:49 826	 1:start getImage
15:53:49 826	 2 getImage times:0
15:53:49 827	3  GrabFrame times:0,result=
15:53:49 833	 5 ImageProcess result=
15:53:49 836	7 finish getImage
15:53:49 839	 1:start getImage
15:53:49 839	 2 getImage times:0
15:53:49 840	3  GrabFrame times:0,result=
15:53:49 845	 5 ImageProcess result=
15:53:49 849	7 finish getImage
15:53:50 023	 1:start getImage
15:53:50 023	 2 getImage times:0
15:53:50 024	3  GrabFrame times:0,result=
15:53:50 030	 5 ImageProcess result=
15:53:50 033	7 finish getImage
15:53:50 036	 1:start getImage
15:53:50 036	 2 getImage times:0
15:53:50 039	3  GrabFrame times:0,result=
15:53:50 044	 5 ImageProcess result=
15:53:50 048	7 finish getImage
15:53:50 475	 1:start getImage
15:53:50 475	 2 getImage times:0
15:53:50 476	3  GrabFrame times:0,result=
15:53:50 527	 2 getImage times:1
15:53:50 527	3  GrabFrame times:1,result=
15:53:50 578	 2 getImage times:2
15:53:50 578	3  GrabFrame times:2,result=
15:53:50 633	 1:start getImage
15:53:50 633	 2 getImage times:0
15:53:50 634	3  GrabFrame times:0,result=
15:53:50 685	 2 getImage times:1
15:53:50 685	3  GrabFrame times:1,result=
15:53:50 737	 2 getImage times:2
15:53:50 737	3  GrabFrame times:2,result=
15:53:50 791	 1:start getImage
15:53:50 791	 2 getImage times:0
15:53:50 792	3  GrabFrame times:0,result=
15:53:50 843	 2 getImage times:1
15:53:50 843	3  GrabFrame times:1,result=
15:53:50 895	 2 getImage times:2
15:53:50 895	3  GrabFrame times:2,result=
15:53:50 949	 1:start getImage
15:53:50 949	 2 getImage times:0
15:53:50 950	3  GrabFrame times:0,result=
15:53:51 001	 2 getImage times:1
15:53:51 001	3  GrabFrame times:1,result=
15:53:51 053	 2 getImage times:2
15:53:51 053	3  GrabFrame times:2,result=
15:53:51 107	 1:start getImage
15:53:51 107	 2 getImage times:0
15:53:51 108	3  GrabFrame times:0,result=
15:53:51 159	 2 getImage times:1
15:53:51 159	3  GrabFrame times:1,result=
15:53:51 211	 2 getImage times:2
15:53:51 211	3  GrabFrame times:2,result=
15:53:51 265	 1:start getImage
15:53:51 265	 2 getImage times:0
15:53:51 266	3  GrabFrame times:0,result=
15:53:51 317	 2 getImage times:1
15:53:51 317	3  GrabFrame times:1,result=
15:53:51 369	 2 getImage times:2
15:53:51 369	3  GrabFrame times:2,result=
15:53:51 423	start cam_stop 
15:53:51 526	finish cam_stop 
15:53:54 530	 start loadPinDef
15:53:54 534	 finished loadPinDef
15:53:54 537	 start setSN
15:53:54 537	start cam_stop 
15:53:54 663	finish cam_stop 
15:53:54 664	 start Playnew
15:53:54 664	into cam_play:deviceID0 
15:53:54 665	openDevice:deviceID0 
15:53:54 798	开始sensor power:deviceID 0 
15:53:55 091	完成sensor power:deviceID 0 
15:53:55 102	完成Pin set:deviceID 0 
15:53:55 383	完成I2C set:deviceID 0 
15:53:55 505	start InitSensor :deviceID 0 
15:53:55 803	完成 InitSensor  :deviceID 0 
15:53:55 804	set image format  :deviceID 0 
15:53:55 822	start Video :deviceID 0 
15:53:55 830	malloc memory :deviceID 0 
15:53:55 833	 WriteI2C:34,0,998,0 
15:53:55 833	 write I2C 0x998
15:53:56 614	finished play :deviceID 0 
15:53:56 816	 WriteI2C:fc,0,998,100 
15:53:56 816	 write I2C 0x998
15:53:59 597	 1:start getImage
15:53:59 597	 2 getImage times:0
15:53:59 598	3  GrabFrame times:0,result=
15:53:59 605	 5 ImageProcess result=
15:53:59 608	7 finish getImage
15:53:59 611	 1:start getImage
15:53:59 611	 2 getImage times:0
15:53:59 637	3  GrabFrame times:0,result=
15:53:59 643	 5 ImageProcess result=
15:53:59 646	7 finish getImage
15:54:00 319	 1:start getImage
15:54:00 319	 2 getImage times:0
15:54:00 320	3  GrabFrame times:0,result=
15:54:00 326	 5 ImageProcess result=
15:54:00 329	7 finish getImage
15:54:00 331	 1:start getImage
15:54:00 332	 2 getImage times:0
15:54:00 358	3  GrabFrame times:0,result=
15:54:00 363	 5 ImageProcess result=
15:54:00 366	7 finish getImage
15:54:00 584	 1:start getImage
15:54:00 585	 2 getImage times:0
15:54:00 586	3  GrabFrame times:0,result=
15:54:00 591	 5 ImageProcess result=
15:54:00 595	7 finish getImage
15:54:00 597	 1:start getImage
15:54:00 598	 2 getImage times:0
15:54:00 599	3  GrabFrame times:0,result=
15:54:00 604	 5 ImageProcess result=
15:54:00 608	7 finish getImage
15:54:00 786	 1:start getImage
15:54:00 786	 2 getImage times:0
15:54:00 787	3  GrabFrame times:0,result=
15:54:00 793	 5 ImageProcess result=
15:54:00 796	7 finish getImage
15:54:00 799	 1:start getImage
15:54:00 799	 2 getImage times:0
15:54:00 800	3  GrabFrame times:0,result=
15:54:00 805	 5 ImageProcess result=
15:54:00 809	7 finish getImage
15:54:00 982	 1:start getImage
15:54:00 982	 2 getImage times:0
15:54:00 983	3  GrabFrame times:0,result=
15:54:00 988	 5 ImageProcess result=
15:54:00 993	7 finish getImage
15:54:00 995	 1:start getImage
15:54:00 995	 2 getImage times:0
15:54:00 997	3  GrabFrame times:0,result=
15:54:01 003	 5 ImageProcess result=
15:54:01 007	7 finish getImage
15:54:01 181	 1:start getImage
15:54:01 181	 2 getImage times:0
15:54:01 182	3  GrabFrame times:0,result=
15:54:01 187	 5 ImageProcess result=
15:54:01 191	7 finish getImage
15:54:01 194	 1:start getImage
15:54:01 194	 2 getImage times:0
15:54:01 197	3  GrabFrame times:0,result=
15:54:01 202	 5 ImageProcess result=
15:54:01 206	7 finish getImage
15:54:01 410	 1:start getImage
15:54:01 410	 2 getImage times:0
15:54:01 411	3  GrabFrame times:0,result=
15:54:01 416	 5 ImageProcess result=
15:54:01 420	7 finish getImage
15:54:01 422	 1:start getImage
15:54:01 423	 2 getImage times:0
15:54:01 437	3  GrabFrame times:0,result=
15:54:01 442	 5 ImageProcess result=
15:54:01 446	7 finish getImage
15:54:01 619	 1:start getImage
15:54:01 619	 2 getImage times:0
15:54:01 620	3  GrabFrame times:0,result=
15:54:01 626	 5 ImageProcess result=
15:54:01 630	7 finish getImage
15:54:01 632	 1:start getImage
15:54:01 633	 2 getImage times:0
15:54:01 637	3  GrabFrame times:0,result=
15:54:01 643	 5 ImageProcess result=
15:54:01 646	7 finish getImage
15:54:01 819	 1:start getImage
15:54:01 819	 2 getImage times:0
15:54:01 820	3  GrabFrame times:0,result=
15:54:01 826	 5 ImageProcess result=
15:54:01 830	7 finish getImage
15:54:01 832	 1:start getImage
15:54:01 832	 2 getImage times:0
15:54:01 838	3  GrabFrame times:0,result=
15:54:01 843	 5 ImageProcess result=
15:54:01 846	7 finish getImage
15:54:02 034	 1:start getImage
15:54:02 035	 2 getImage times:0
15:54:02 036	3  GrabFrame times:0,result=
15:54:02 041	 5 ImageProcess result=
15:54:02 044	7 finish getImage
15:54:02 046	 1:start getImage
15:54:02 046	 2 getImage times:0
15:54:02 047	3  GrabFrame times:0,result=
15:54:02 052	 5 ImageProcess result=
15:54:02 056	7 finish getImage
15:54:02 229	 1:start getImage
15:54:02 229	 2 getImage times:0
15:54:02 230	3  GrabFrame times:0,result=
15:54:02 235	 5 ImageProcess result=
15:54:02 239	7 finish getImage
15:54:02 241	 1:start getImage
15:54:02 242	 2 getImage times:0
15:54:02 243	3  GrabFrame times:0,result=
15:54:02 248	 5 ImageProcess result=
15:54:02 251	7 finish getImage
15:54:02 424	 1:start getImage
15:54:02 424	 2 getImage times:0
15:54:02 426	3  GrabFrame times:0,result=
15:54:02 431	 5 ImageProcess result=
15:54:02 434	7 finish getImage
15:54:02 437	 1:start getImage
15:54:02 437	 2 getImage times:0
15:54:02 438	3  GrabFrame times:0,result=
15:54:02 443	 5 ImageProcess result=
15:54:02 447	7 finish getImage
15:54:02 622	 1:start getImage
15:54:02 622	 2 getImage times:0
15:54:02 623	3  GrabFrame times:0,result=
15:54:02 629	 5 ImageProcess result=
15:54:02 632	7 finish getImage
15:54:02 634	 1:start getImage
15:54:02 635	 2 getImage times:0
15:54:02 638	3  GrabFrame times:0,result=
15:54:02 643	 5 ImageProcess result=
15:54:02 646	7 finish getImage
15:54:02 819	 1:start getImage
15:54:02 819	 2 getImage times:0
15:54:02 820	3  GrabFrame times:0,result=
15:54:02 825	 5 ImageProcess result=
15:54:02 829	7 finish getImage
15:54:02 831	 1:start getImage
15:54:02 832	 2 getImage times:0
15:54:02 837	3  GrabFrame times:0,result=
15:54:02 842	 5 ImageProcess result=
15:54:02 846	7 finish getImage
15:54:03 019	 1:start getImage
15:54:03 019	 2 getImage times:0
15:54:03 020	3  GrabFrame times:0,result=
15:54:03 025	 5 ImageProcess result=
15:54:03 030	7 finish getImage
15:54:03 032	 1:start getImage
15:54:03 033	 2 getImage times:0
15:54:03 037	3  GrabFrame times:0,result=
15:54:03 042	 5 ImageProcess result=
15:54:03 046	7 finish getImage
15:54:03 219	 1:start getImage
15:54:03 219	 2 getImage times:0
15:54:03 220	3  GrabFrame times:0,result=
15:54:03 226	 5 ImageProcess result=
15:54:03 231	7 finish getImage
15:54:03 234	 1:start getImage
15:54:03 235	 2 getImage times:0
15:54:03 237	3  GrabFrame times:0,result=
15:54:03 248	 5 ImageProcess result=
15:54:03 252	7 finish getImage
15:54:03 793	 1:start getImage
15:54:03 793	 2 getImage times:0
15:54:03 794	3  GrabFrame times:0,result=
15:54:03 799	 5 ImageProcess result=
15:54:03 803	7 finish getImage
15:54:03 805	 1:start getImage
15:54:03 806	 2 getImage times:0
15:54:03 807	3  GrabFrame times:0,result=
15:54:03 812	 5 ImageProcess result=
15:54:03 816	7 finish getImage
15:54:04 260	 1:start getImage
15:54:04 260	 2 getImage times:0
15:54:04 261	3  GrabFrame times:0,result=
15:54:04 267	 5 ImageProcess result=
15:54:04 270	7 finish getImage
15:54:04 273	 1:start getImage
15:54:04 273	 2 getImage times:0
15:54:04 278	3  GrabFrame times:0,result=
15:54:04 283	 5 ImageProcess result=
15:54:04 287	7 finish getImage
15:54:04 730	 1:start getImage
15:54:04 730	 2 getImage times:0
15:54:04 731	3  GrabFrame times:0,result=
15:54:04 737	 5 ImageProcess result=
15:54:04 740	7 finish getImage
15:54:04 742	 1:start getImage
15:54:04 743	 2 getImage times:0
15:54:04 757	3  GrabFrame times:0,result=
15:54:04 762	 5 ImageProcess result=
15:54:04 766	7 finish getImage
15:54:05 209	 1:start getImage
15:54:05 209	 2 getImage times:0
15:54:05 210	3  GrabFrame times:0,result=
15:54:05 216	 5 ImageProcess result=
15:54:05 219	7 finish getImage
15:54:05 221	 1:start getImage
15:54:05 222	 2 getImage times:0
15:54:05 237	3  GrabFrame times:0,result=
15:54:05 243	 5 ImageProcess result=
15:54:05 247	7 finish getImage
15:54:05 686	 1:start getImage
15:54:05 686	 2 getImage times:0
15:54:05 687	3  GrabFrame times:0,result=
15:54:05 693	 5 ImageProcess result=
15:54:05 696	7 finish getImage
15:54:05 699	 1:start getImage
15:54:05 699	 2 getImage times:0
15:54:05 718	3  GrabFrame times:0,result=
15:54:05 723	 5 ImageProcess result=
15:54:05 726	7 finish getImage
15:54:06 171	 1:start getImage
15:54:06 171	 2 getImage times:0
15:54:06 172	3  GrabFrame times:0,result=
15:54:06 177	 5 ImageProcess result=
15:54:06 181	7 finish getImage
15:54:06 183	 1:start getImage
15:54:06 184	 2 getImage times:0
15:54:06 198	3  GrabFrame times:0,result=
15:54:06 203	 5 ImageProcess result=
15:54:06 207	7 finish getImage
15:54:06 650	 1:start getImage
15:54:06 650	 2 getImage times:0
15:54:06 651	3  GrabFrame times:0,result=
15:54:06 657	 5 ImageProcess result=
15:54:06 660	7 finish getImage
15:54:06 663	 1:start getImage
15:54:06 663	 2 getImage times:0
15:54:06 677	3  GrabFrame times:0,result=
15:54:06 683	 5 ImageProcess result=
15:54:06 687	7 finish getImage
15:54:07 130	 1:start getImage
15:54:07 130	 2 getImage times:0
15:54:07 131	3  GrabFrame times:0,result=
15:54:07 137	 5 ImageProcess result=
15:54:07 140	7 finish getImage
15:54:07 143	 1:start getImage
15:54:07 143	 2 getImage times:0
15:54:07 158	3  GrabFrame times:0,result=
15:54:07 163	 5 ImageProcess result=
15:54:07 166	7 finish getImage
15:54:07 611	 1:start getImage
15:54:07 611	 2 getImage times:0
15:54:07 612	3  GrabFrame times:0,result=
15:54:07 617	 5 ImageProcess result=
15:54:07 621	7 finish getImage
15:54:07 623	 1:start getImage
15:54:07 624	 2 getImage times:0
15:54:07 638	3  GrabFrame times:0,result=
15:54:07 643	 5 ImageProcess result=
15:54:07 647	7 finish getImage
15:54:08 090	 1:start getImage
15:54:08 090	 2 getImage times:0
15:54:08 091	3  GrabFrame times:0,result=
15:54:08 096	 5 ImageProcess result=
15:54:08 100	7 finish getImage
15:54:08 102	 1:start getImage
15:54:08 103	 2 getImage times:0
15:54:08 117	3  GrabFrame times:0,result=
15:54:08 123	 5 ImageProcess result=
15:54:08 126	7 finish getImage
15:54:08 570	 1:start getImage
15:54:08 570	 2 getImage times:0
15:54:08 571	3  GrabFrame times:0,result=
15:54:08 576	 5 ImageProcess result=
15:54:08 580	7 finish getImage
15:54:08 582	 1:start getImage
15:54:08 583	 2 getImage times:0
15:54:08 597	3  GrabFrame times:0,result=
15:54:08 603	 5 ImageProcess result=
15:54:08 607	7 finish getImage
15:54:09 045	 1:start getImage
15:54:09 045	 2 getImage times:0
15:54:09 046	3  GrabFrame times:0,result=
15:54:09 051	 5 ImageProcess result=
15:54:09 055	7 finish getImage
15:54:09 057	 1:start getImage
15:54:09 058	 2 getImage times:0
15:54:09 078	3  GrabFrame times:0,result=
15:54:09 083	 5 ImageProcess result=
15:54:09 086	7 finish getImage
15:54:09 529	 1:start getImage
15:54:09 529	 2 getImage times:0
15:54:09 530	3  GrabFrame times:0,result=
15:54:09 535	 5 ImageProcess result=
15:54:09 539	7 finish getImage
15:54:09 541	 1:start getImage
15:54:09 542	 2 getImage times:0
15:54:09 558	3  GrabFrame times:0,result=
15:54:09 564	 5 ImageProcess result=
15:54:09 567	7 finish getImage
15:54:10 010	 1:start getImage
15:54:10 010	 2 getImage times:0
15:54:10 011	3  GrabFrame times:0,result=
15:54:10 016	 5 ImageProcess result=
15:54:10 020	7 finish getImage
15:54:10 022	 1:start getImage
15:54:10 023	 2 getImage times:0
15:54:10 037	3  GrabFrame times:0,result=
15:54:10 042	 5 ImageProcess result=
15:54:10 046	7 finish getImage
15:54:11 757	 1:start getImage
15:54:11 758	 2 getImage times:0
15:54:11 758	3  GrabFrame times:0,result=
15:54:11 764	 5 ImageProcess result=
15:54:11 767	7 finish getImage
15:54:11 769	 1:start getImage
15:54:11 770	 2 getImage times:0
15:54:11 797	3  GrabFrame times:0,result=
15:54:11 803	 5 ImageProcess result=
15:54:11 807	7 finish getImage
15:54:11 982	 1:start getImage
15:54:11 982	 2 getImage times:0
15:54:11 983	3  GrabFrame times:0,result=
15:54:11 988	 5 ImageProcess result=
15:54:11 992	7 finish getImage
15:54:11 995	 1:start getImage
15:54:11 995	 2 getImage times:0
15:54:11 997	3  GrabFrame times:0,result=
15:54:12 003	 5 ImageProcess result=
15:54:12 006	7 finish getImage
15:54:12 181	 1:start getImage
15:54:12 181	 2 getImage times:0
15:54:12 182	3  GrabFrame times:0,result=
15:54:12 188	 5 ImageProcess result=
15:54:12 192	7 finish getImage
15:54:12 194	 1:start getImage
15:54:12 194	 2 getImage times:0
15:54:12 197	3  GrabFrame times:0,result=
15:54:12 203	 5 ImageProcess result=
15:54:12 207	7 finish getImage
15:54:13 226	 1:start getImage
15:54:13 227	 2 getImage times:0
15:54:13 228	3  GrabFrame times:0,result=
15:54:13 233	 5 ImageProcess result=
15:54:13 237	7 finish getImage
15:54:13 238	 1:start getImage
15:54:13 238	 2 getImage times:0
15:54:13 240	3  GrabFrame times:0,result=
15:54:13 244	 5 ImageProcess result=
15:54:13 249	7 finish getImage
15:54:13 435	 1:start getImage
15:54:13 436	 2 getImage times:0
15:54:13 437	3  GrabFrame times:0,result=
15:54:13 442	 5 ImageProcess result=
15:54:13 446	7 finish getImage
15:54:13 447	 1:start getImage
15:54:13 448	 2 getImage times:0
15:54:13 449	3  GrabFrame times:0,result=
15:54:13 454	 5 ImageProcess result=
15:54:13 458	7 finish getImage
15:54:13 966	 1:start getImage
15:54:13 966	 2 getImage times:0
15:54:13 967	3  GrabFrame times:0,result=
15:54:13 973	 5 ImageProcess result=
15:54:13 976	7 finish getImage
15:54:13 979	 1:start getImage
15:54:13 979	 2 getImage times:0
15:54:13 997	3  GrabFrame times:0,result=
15:54:14 002	 5 ImageProcess result=
15:54:14 006	7 finish getImage
15:54:14 571	 1:start getImage
15:54:14 572	 2 getImage times:0
15:54:14 573	3  GrabFrame times:0,result=
15:54:14 578	 5 ImageProcess result=
15:54:14 582	7 finish getImage
15:54:14 583	 1:start getImage
15:54:14 584	 2 getImage times:0
15:54:14 598	3  GrabFrame times:0,result=
15:54:14 603	 5 ImageProcess result=
15:54:14 606	7 finish getImage
15:54:14 825	 1:start getImage
15:54:14 826	 2 getImage times:0
15:54:14 827	3  GrabFrame times:0,result=
15:54:14 834	 5 ImageProcess result=
15:54:14 837	7 finish getImage
15:54:14 840	 1:start getImage
15:54:14 840	 2 getImage times:0
15:54:14 841	3  GrabFrame times:0,result=
15:54:14 847	 5 ImageProcess result=
15:54:14 851	7 finish getImage
15:54:15 026	 1:start getImage
15:54:15 026	 2 getImage times:0
15:54:15 027	3  GrabFrame times:0,result=
15:54:15 032	 5 ImageProcess result=
15:54:15 036	7 finish getImage
15:54:15 039	 1:start getImage
15:54:15 039	 2 getImage times:0
15:54:15 040	3  GrabFrame times:0,result=
15:54:15 046	 5 ImageProcess result=
15:54:15 049	7 finish getImage
15:54:15 222	 1:start getImage
15:54:15 222	 2 getImage times:0
15:54:15 223	3  GrabFrame times:0,result=
15:54:15 229	 5 ImageProcess result=
15:54:15 233	7 finish getImage
15:54:15 235	 1:start getImage
15:54:15 235	 2 getImage times:0
15:54:15 237	3  GrabFrame times:0,result=
15:54:15 243	 5 ImageProcess result=
15:54:15 246	7 finish getImage
15:54:15 853	 1:start getImage
15:54:15 853	 2 getImage times:0
15:54:15 854	3  GrabFrame times:0,result=
15:54:15 859	 5 ImageProcess result=
15:54:15 863	7 finish getImage
15:54:15 866	 1:start getImage
15:54:15 866	 2 getImage times:0
15:54:15 878	3  GrabFrame times:0,result=
15:54:15 883	 5 ImageProcess result=
15:54:15 886	7 finish getImage
15:54:16 293	 1:start getImage
15:54:16 294	 2 getImage times:0
15:54:16 295	3  GrabFrame times:0,result=
15:54:16 300	 5 ImageProcess result=
15:54:16 303	7 finish getImage
15:54:16 305	 1:start getImage
15:54:16 306	 2 getImage times:0
15:54:16 318	3  GrabFrame times:0,result=
15:54:16 323	 5 ImageProcess result=
15:54:16 326	7 finish getImage
15:54:16 732	 1:start getImage
15:54:16 732	 2 getImage times:0
15:54:16 733	3  GrabFrame times:0,result=
15:54:16 738	 5 ImageProcess result=
15:54:16 741	7 finish getImage
15:54:16 744	 1:start getImage
15:54:16 745	 2 getImage times:0
15:54:16 758	3  GrabFrame times:0,result=
15:54:16 762	 5 ImageProcess result=
15:54:16 765	7 finish getImage
15:54:17 171	 1:start getImage
15:54:17 171	 2 getImage times:0
15:54:17 172	3  GrabFrame times:0,result=
15:54:17 177	 5 ImageProcess result=
15:54:17 181	7 finish getImage
15:54:17 183	 1:start getImage
15:54:17 184	 2 getImage times:0
15:54:17 197	3  GrabFrame times:0,result=
15:54:17 202	 5 ImageProcess result=
15:54:17 206	7 finish getImage
15:54:17 612	 1:start getImage
15:54:17 612	 2 getImage times:0
15:54:17 613	3  GrabFrame times:0,result=
15:54:17 619	 5 ImageProcess result=
15:54:17 623	7 finish getImage
15:54:17 625	 1:start getImage
15:54:17 625	 2 getImage times:0
15:54:17 638	3  GrabFrame times:0,result=
15:54:17 643	 5 ImageProcess result=
15:54:17 646	7 finish getImage
15:54:18 052	 1:start getImage
15:54:18 052	 2 getImage times:0
15:54:18 053	3  GrabFrame times:0,result=
15:54:18 058	 5 ImageProcess result=
15:54:18 062	7 finish getImage
15:54:18 064	 1:start getImage
15:54:18 065	 2 getImage times:0
15:54:18 078	3  GrabFrame times:0,result=
15:54:18 083	 5 ImageProcess result=
15:54:18 087	7 finish getImage
15:54:18 494	 1:start getImage
15:54:18 494	 2 getImage times:0
15:54:18 495	3  GrabFrame times:0,result=
15:54:18 500	 5 ImageProcess result=
15:54:18 505	7 finish getImage
15:54:18 507	 1:start getImage
15:54:18 507	 2 getImage times:0
15:54:18 518	3  GrabFrame times:0,result=
15:54:18 522	 5 ImageProcess result=
15:54:18 526	7 finish getImage
15:54:18 934	 1:start getImage
15:54:18 934	 2 getImage times:0
15:54:18 935	3  GrabFrame times:0,result=
15:54:18 940	 5 ImageProcess result=
15:54:18 944	7 finish getImage
15:54:18 946	 1:start getImage
15:54:18 947	 2 getImage times:0
15:54:18 957	3  GrabFrame times:0,result=
15:54:18 962	 5 ImageProcess result=
15:54:18 966	7 finish getImage
15:54:19 371	 1:start getImage
15:54:19 371	 2 getImage times:0
15:54:19 372	3  GrabFrame times:0,result=
15:54:19 377	 5 ImageProcess result=
15:54:19 381	7 finish getImage
15:54:19 383	 1:start getImage
15:54:19 384	 2 getImage times:0
15:54:19 397	3  GrabFrame times:0,result=
15:54:19 403	 5 ImageProcess result=
15:54:19 406	7 finish getImage
15:54:19 813	 1:start getImage
15:54:19 813	 2 getImage times:0
15:54:19 814	3  GrabFrame times:0,result=
15:54:19 819	 5 ImageProcess result=
15:54:19 823	7 finish getImage
15:54:19 825	 1:start getImage
15:54:19 826	 2 getImage times:0
15:54:19 838	3  GrabFrame times:0,result=
15:54:19 843	 5 ImageProcess result=
15:54:19 846	7 finish getImage
15:54:20 255	 1:start getImage
15:54:20 255	 2 getImage times:0
15:54:20 255	3  GrabFrame times:0,result=
15:54:20 260	 5 ImageProcess result=
15:54:20 264	7 finish getImage
15:54:20 266	 1:start getImage
15:54:20 267	 2 getImage times:0
15:54:20 277	3  GrabFrame times:0,result=
15:54:20 282	 5 ImageProcess result=
15:54:20 286	7 finish getImage
15:54:20 692	 1:start getImage
15:54:20 693	 2 getImage times:0
15:54:20 694	3  GrabFrame times:0,result=
15:54:20 699	 5 ImageProcess result=
15:54:20 703	7 finish getImage
15:54:20 705	 1:start getImage
15:54:20 706	 2 getImage times:0
15:54:20 717	3  GrabFrame times:0,result=
15:54:20 723	 5 ImageProcess result=
15:54:20 726	7 finish getImage
15:54:21 132	 1:start getImage
15:54:21 132	 2 getImage times:0
15:54:21 133	3  GrabFrame times:0,result=
15:54:21 139	 5 ImageProcess result=
15:54:21 143	7 finish getImage
15:54:21 145	 1:start getImage
15:54:21 145	 2 getImage times:0
15:54:21 158	3  GrabFrame times:0,result=
15:54:21 163	 5 ImageProcess result=
15:54:21 166	7 finish getImage
15:54:22 631	 1:start getImage
15:54:22 632	 2 getImage times:0
15:54:22 633	3  GrabFrame times:0,result=
15:54:22 638	 5 ImageProcess result=
15:54:22 642	7 finish getImage
15:54:22 645	 1:start getImage
15:54:22 645	 2 getImage times:0
15:54:22 646	3  GrabFrame times:0,result=
15:54:22 651	 5 ImageProcess result=
15:54:22 655	7 finish getImage
15:54:22 831	 1:start getImage
15:54:22 831	 2 getImage times:0
15:54:22 832	3  GrabFrame times:0,result=
15:54:22 838	 5 ImageProcess result=
15:54:22 842	7 finish getImage
15:54:22 844	 1:start getImage
15:54:22 845	 2 getImage times:0
15:54:22 846	3  GrabFrame times:0,result=
15:54:22 851	 5 ImageProcess result=
15:54:22 854	7 finish getImage
15:54:23 518	 1:start getImage
15:54:23 519	 2 getImage times:0
15:54:23 520	3  GrabFrame times:0,result=
15:54:23 527	 5 ImageProcess result=
15:54:23 531	7 finish getImage
