13:43:52 856	 start loadBaseParameter 
14:47:57 480	3  GrabFrame times:1,result=
14:47:57 532	 2 getImage times:2
14:47:57 532	3  GrabFrame times:2,result=
14:47:57 752	 1:start getImage
14:47:57 753	 2 getImage times:0
14:47:57 753	3  GrabFrame times:0,result=
14:47:57 804	 2 getImage times:1
14:47:57 804	3  GrabFrame times:1,result=
14:47:57 856	 2 getImage times:2
14:47:57 856	3  GrabFrame times:2,result=
14:47:57 909	 1:start getImage
14:47:57 910	 2 getImage times:0
14:47:57 910	3  GrabFrame times:0,result=
14:47:57 962	 2 getImage times:1
14:47:57 962	3  GrabFrame times:1,result=
14:47:58 014	 2 getImage times:2
14:47:58 014	3  GrabFrame times:2,result=
14:47:58 067	 1:start getImage
14:47:58 068	 2 getImage times:0
14:47:58 068	3  GrabFrame times:0,result=
14:47:58 119	 2 getImage times:1
14:47:58 119	3  GrabFrame times:1,result=
14:47:58 171	 2 getImage times:2
14:47:58 171	3  GrabFrame times:2,result=
14:47:58 223	 1:start getImage
14:47:58 224	 2 getImage times:0
14:47:58 224	3  GrabFrame times:0,result=
14:47:58 275	 2 getImage times:1
14:47:58 275	3  GrabFrame times:1,result=
14:47:58 327	 2 getImage times:2
14:47:58 327	3  GrabFrame times:2,result=
14:47:58 380	 1:start getImage
14:47:58 381	 2 getImage times:0
14:47:58 381	3  GrabFrame times:0,result=
14:47:58 432	 2 getImage times:1
14:47:58 432	3  GrabFrame times:1,result=
14:47:58 484	 2 getImage times:2
14:47:58 484	3  GrabFrame times:2,result=
14:47:58 537	 1:start getImage
14:47:58 537	 2 getImage times:0
14:47:58 538	3  GrabFrame times:0,result=
14:47:58 589	 2 getImage times:1
14:47:58 589	3  GrabFrame times:1,result=
14:47:58 640	 2 getImage times:2
14:47:58 640	3  GrabFrame times:2,result=
14:47:58 856	 1:start getImage
14:47:58 856	 2 getImage times:0
14:47:58 857	3  GrabFrame times:0,result=
14:47:58 908	 2 getImage times:1
14:47:58 908	3  GrabFrame times:1,result=
14:47:58 959	 2 getImage times:2
14:47:58 959	3  GrabFrame times:2,result=
14:47:59 012	 1:start getImage
14:47:59 013	 2 getImage times:0
14:47:59 013	3  GrabFrame times:0,result=
14:47:59 065	 2 getImage times:1
14:47:59 065	3  GrabFrame times:1,result=
14:47:59 130	 2 getImage times:2
14:47:59 131	3  GrabFrame times:2,result=
14:47:59 183	 1:start getImage
14:47:59 184	 2 getImage times:0
14:47:59 184	3  GrabFrame times:0,result=
14:47:59 235	 2 getImage times:1
14:47:59 235	3  GrabFrame times:1,result=
14:47:59 287	 2 getImage times:2
14:47:59 287	3  GrabFrame times:2,result=
14:47:59 340	 1:start getImage
14:47:59 341	 2 getImage times:0
14:47:59 341	3  GrabFrame times:0,result=
14:47:59 392	 2 getImage times:1
14:47:59 392	3  GrabFrame times:1,result=
14:47:59 444	 2 getImage times:2
14:47:59 444	3  GrabFrame times:2,result=
14:47:59 497	 1:start getImage
14:47:59 498	 2 getImage times:0
14:47:59 498	3  GrabFrame times:0,result=
14:47:59 550	 2 getImage times:1
14:47:59 550	3  GrabFrame times:1,result=
14:47:59 601	 2 getImage times:2
14:47:59 601	3  GrabFrame times:2,result=
14:47:59 654	 1:start getImage
14:47:59 654	 2 getImage times:0
14:47:59 655	3  GrabFrame times:0,result=
14:47:59 706	 2 getImage times:1
14:47:59 706	3  GrabFrame times:1,result=
14:47:59 758	 2 getImage times:2
14:47:59 758	3  GrabFrame times:2,result=
14:47:59 978	 1:start getImage
14:47:59 978	 2 getImage times:0
14:47:59 979	3  GrabFrame times:0,result=
14:48:00 030	 2 getImage times:1
14:48:00 030	3  GrabFrame times:1,result=
14:48:00 082	 2 getImage times:2
14:48:00 082	3  GrabFrame times:2,result=
14:48:00 135	 1:start getImage
14:48:00 136	 2 getImage times:0
14:48:00 136	3  GrabFrame times:0,result=
14:48:00 187	 2 getImage times:1
14:48:00 187	3  GrabFrame times:1,result=
14:48:00 239	 2 getImage times:2
14:48:00 239	3  GrabFrame times:2,result=
14:48:00 292	 1:start getImage
14:48:00 293	 2 getImage times:0
14:48:00 293	3  GrabFrame times:0,result=
14:48:00 343	 2 getImage times:1
14:48:00 343	3  GrabFrame times:1,result=
14:48:00 395	 2 getImage times:2
14:48:00 395	3  GrabFrame times:2,result=
14:48:00 448	 1:start getImage
14:48:00 449	 2 getImage times:0
14:48:00 449	3  GrabFrame times:0,result=
14:48:00 501	 2 getImage times:1
14:48:00 501	3  GrabFrame times:1,result=
14:48:00 553	 2 getImage times:2
14:48:00 553	3  GrabFrame times:2,result=
14:48:00 606	 1:start getImage
14:48:00 606	 2 getImage times:0
14:48:00 607	3  GrabFrame times:0,result=
14:48:00 658	 2 getImage times:1
14:48:00 658	3  GrabFrame times:1,result=
14:48:00 710	 2 getImage times:2
14:48:00 710	3  GrabFrame times:2,result=
14:48:00 763	 1:start getImage
14:48:00 764	 2 getImage times:0
14:48:00 764	3  GrabFrame times:0,result=
14:48:00 816	 2 getImage times:1
14:48:00 816	3  GrabFrame times:1,result=
14:48:00 868	 2 getImage times:2
14:48:00 868	3  GrabFrame times:2,result=
14:48:01 086	 1:start getImage
14:48:01 086	 2 getImage times:0
14:48:01 087	3  GrabFrame times:0,result=
14:48:01 138	 2 getImage times:1
14:48:01 138	3  GrabFrame times:1,result=
14:48:01 190	 2 getImage times:2
14:48:01 190	3  GrabFrame times:2,result=
14:48:01 243	 1:start getImage
14:48:01 243	 2 getImage times:0
14:48:01 244	3  GrabFrame times:0,result=
14:48:01 295	 2 getImage times:1
14:48:01 295	3  GrabFrame times:1,result=
14:48:01 347	 2 getImage times:2
14:48:01 347	3  GrabFrame times:2,result=
14:48:01 400	 1:start getImage
14:48:01 401	 2 getImage times:0
14:48:01 401	3  GrabFrame times:0,result=
14:48:01 452	 2 getImage times:1
14:48:01 452	3  GrabFrame times:1,result=
14:48:01 504	 2 getImage times:2
14:48:01 504	3  GrabFrame times:2,result=
14:48:01 557	 1:start getImage
14:48:01 558	 2 getImage times:0
14:48:01 558	3  GrabFrame times:0,result=
14:48:01 609	 2 getImage times:1
14:48:01 609	3  GrabFrame times:1,result=
14:48:01 661	 2 getImage times:2
14:48:01 661	3  GrabFrame times:2,result=
14:48:01 714	 1:start getImage
14:48:01 714	 2 getImage times:0
14:48:01 715	3  GrabFrame times:0,result=
14:48:01 766	 2 getImage times:1
14:48:01 766	3  GrabFrame times:1,result=
14:48:01 818	 2 getImage times:2
14:48:01 818	3  GrabFrame times:2,result=
14:48:01 871	 1:start getImage
14:48:01 871	 2 getImage times:0
14:48:01 872	3  GrabFrame times:0,result=
14:48:01 923	 2 getImage times:1
14:48:01 923	3  GrabFrame times:1,result=
14:48:01 975	 2 getImage times:2
14:48:01 975	3  GrabFrame times:2,result=
14:48:02 193	 1:start getImage
14:48:02 193	 2 getImage times:0
14:48:02 194	3  GrabFrame times:0,result=
14:48:02 245	 2 getImage times:1
14:48:02 245	3  GrabFrame times:1,result=
14:48:02 297	 2 getImage times:2
14:48:02 297	3  GrabFrame times:2,result=
14:48:02 350	 1:start getImage
14:48:02 351	 2 getImage times:0
14:48:02 351	3  GrabFrame times:0,result=
14:48:02 403	 2 getImage times:1
14:48:02 403	3  GrabFrame times:1,result=
14:48:02 455	 2 getImage times:2
14:48:02 455	3  GrabFrame times:2,result=
14:48:02 508	 1:start getImage
14:48:02 509	 2 getImage times:0
14:48:02 509	3  GrabFrame times:0,result=
14:48:02 561	 2 getImage times:1
14:48:02 561	3  GrabFrame times:1,result=
14:48:02 613	 2 getImage times:2
14:48:02 613	3  GrabFrame times:2,result=
14:48:02 666	 1:start getImage
14:48:02 667	 2 getImage times:0
14:48:02 667	3  GrabFrame times:0,result=
14:48:02 719	 2 getImage times:1
14:48:02 719	3  GrabFrame times:1,result=
14:48:02 771	 2 getImage times:2
14:48:02 771	3  GrabFrame times:2,result=
14:48:02 824	 1:start getImage
14:48:02 825	 2 getImage times:0
14:48:02 825	3  GrabFrame times:0,result=
14:48:02 877	 2 getImage times:1
14:48:02 877	3  GrabFrame times:1,result=
14:48:02 928	 2 getImage times:2
14:48:02 928	3  GrabFrame times:2,result=
14:48:02 981	 1:start getImage
14:48:02 981	 2 getImage times:0
14:48:02 982	3  GrabFrame times:0,result=
14:48:03 033	 2 getImage times:1
14:48:03 033	3  GrabFrame times:1,result=
14:48:03 085	 2 getImage times:2
14:48:03 085	3  GrabFrame times:2,result=
14:48:03 303	 1:start getImage
14:48:03 303	 2 getImage times:0
14:48:03 304	3  GrabFrame times:0,result=
14:48:03 355	 2 getImage times:1
14:48:03 355	3  GrabFrame times:1,result=
14:48:03 407	 2 getImage times:2
14:48:03 407	3  GrabFrame times:2,result=
14:48:03 460	 1:start getImage
14:48:03 461	 2 getImage times:0
14:48:03 461	3  GrabFrame times:0,result=
14:48:03 513	 2 getImage times:1
14:48:03 513	3  GrabFrame times:1,result=
14:48:03 565	 2 getImage times:2
14:48:03 565	3  GrabFrame times:2,result=
14:48:03 618	 1:start getImage
14:48:03 618	 2 getImage times:0
14:48:03 619	3  GrabFrame times:0,result=
14:48:03 670	 2 getImage times:1
14:48:03 670	3  GrabFrame times:1,result=
14:48:03 721	 2 getImage times:2
14:48:03 721	3  GrabFrame times:2,result=
14:48:03 774	 1:start getImage
14:48:03 775	 2 getImage times:0
14:48:03 775	3  GrabFrame times:0,result=
14:48:03 826	 2 getImage times:1
14:48:03 826	3  GrabFrame times:1,result=
14:48:03 878	 2 getImage times:2
14:48:03 878	3  GrabFrame times:2,result=
14:48:03 931	 1:start getImage
14:48:03 932	 2 getImage times:0
14:48:03 932	3  GrabFrame times:0,result=
14:48:03 983	 2 getImage times:1
14:48:03 983	3  GrabFrame times:1,result=
14:48:04 035	 2 getImage times:2
14:48:04 035	3  GrabFrame times:2,result=
14:48:04 088	 1:start getImage
14:48:04 088	 2 getImage times:0
14:48:04 089	3  GrabFrame times:0,result=
14:48:04 140	 2 getImage times:1
14:48:04 140	3  GrabFrame times:1,result=
14:48:04 192	 2 getImage times:2
14:48:04 192	3  GrabFrame times:2,result=
14:48:04 411	 1:start getImage
14:48:04 411	 2 getImage times:0
14:48:04 412	3  GrabFrame times:0,result=
14:48:04 463	 2 getImage times:1
14:48:04 463	3  GrabFrame times:1,result=
14:48:04 515	 2 getImage times:2
14:48:04 515	3  GrabFrame times:2,result=
14:48:04 568	 1:start getImage
14:48:04 569	 2 getImage times:0
14:48:04 569	3  GrabFrame times:0,result=
14:48:04 621	 2 getImage times:1
14:48:04 621	3  GrabFrame times:1,result=
14:48:04 673	 2 getImage times:2
14:48:04 673	3  GrabFrame times:2,result=
14:48:04 726	 1:start getImage
14:48:04 726	 2 getImage times:0
14:48:04 727	3  GrabFrame times:0,result=
14:48:04 778	 2 getImage times:1
14:48:04 778	3  GrabFrame times:1,result=
14:48:04 830	 2 getImage times:2
14:48:04 830	3  GrabFrame times:2,result=
14:48:04 883	 1:start getImage
14:48:04 884	 2 getImage times:0
14:48:04 884	3  GrabFrame times:0,result=
14:48:04 935	 2 getImage times:1
14:48:04 935	3  GrabFrame times:1,result=
14:48:04 987	 2 getImage times:2
14:48:04 987	3  GrabFrame times:2,result=
14:48:05 042	 1:start getImage
14:48:05 044	 2 getImage times:0
14:48:05 044	3  GrabFrame times:0,result=
14:48:05 096	 2 getImage times:1
14:48:05 096	3  GrabFrame times:1,result=
14:48:05 148	 2 getImage times:2
14:48:05 148	3  GrabFrame times:2,result=
14:48:05 201	 1:start getImage
14:48:05 202	 2 getImage times:0
14:48:05 202	3  GrabFrame times:0,result=
14:48:05 253	 2 getImage times:1
14:48:05 253	3  GrabFrame times:1,result=
14:48:05 305	 2 getImage times:2
14:48:05 305	3  GrabFrame times:2,result=
14:48:05 523	 1:start getImage
14:48:05 524	 2 getImage times:0
14:48:05 524	3  GrabFrame times:0,result=
14:48:05 574	 2 getImage times:1
14:48:05 574	3  GrabFrame times:1,result=
14:48:05 626	 2 getImage times:2
14:48:05 626	3  GrabFrame times:2,result=
14:48:05 679	 1:start getImage
14:48:05 680	 2 getImage times:0
14:48:05 680	3  GrabFrame times:0,result=
14:48:05 731	 2 getImage times:1
14:48:05 731	3  GrabFrame times:1,result=
14:48:05 782	 2 getImage times:2
14:48:05 782	3  GrabFrame times:2,result=
14:48:05 834	 1:start getImage
14:48:05 835	 2 getImage times:0
14:48:05 835	3  GrabFrame times:0,result=
14:48:05 887	 2 getImage times:1
14:48:05 887	3  GrabFrame times:1,result=
14:48:05 939	 2 getImage times:2
14:48:05 939	3  GrabFrame times:2,result=
14:48:05 992	 1:start getImage
14:48:05 993	 2 getImage times:0
14:48:05 993	3  GrabFrame times:0,result=
14:48:06 045	 2 getImage times:1
14:48:06 045	3  GrabFrame times:1,result=
14:48:06 097	 2 getImage times:2
14:48:06 097	3  GrabFrame times:2,result=
14:48:06 150	 1:start getImage
14:48:06 151	 2 getImage times:0
14:48:06 151	3  GrabFrame times:0,result=
14:48:06 203	 2 getImage times:1
14:48:06 203	3  GrabFrame times:1,result=
14:48:06 255	 2 getImage times:2
14:48:06 255	3  GrabFrame times:2,result=
14:48:06 308	 1:start getImage
14:48:06 309	 2 getImage times:0
14:48:06 309	3  GrabFrame times:0,result=
14:48:06 360	 2 getImage times:1
14:48:06 360	3  GrabFrame times:1,result=
14:48:06 412	 2 getImage times:2
14:48:06 412	3  GrabFrame times:2,result=
14:48:06 631	 1:start getImage
14:48:06 632	 2 getImage times:0
14:48:06 632	3  GrabFrame times:0,result=
14:48:06 684	 2 getImage times:1
14:48:06 684	3  GrabFrame times:1,result=
14:48:06 736	 2 getImage times:2
14:48:06 736	3  GrabFrame times:2,result=
14:48:06 788	 1:start getImage
14:48:06 789	 2 getImage times:0
14:48:06 789	3  GrabFrame times:0,result=
14:48:06 841	 2 getImage times:1
14:48:06 841	3  GrabFrame times:1,result=
14:48:06 893	 2 getImage times:2
14:48:06 893	3  GrabFrame times:2,result=
14:48:06 945	 1:start getImage
14:48:06 945	 2 getImage times:0
14:48:06 946	3  GrabFrame times:0,result=
14:48:06 998	 2 getImage times:1
14:48:06 998	3  GrabFrame times:1,result=
14:48:07 050	 2 getImage times:2
14:48:07 050	3  GrabFrame times:2,result=
14:48:07 103	 1:start getImage
14:48:07 104	 2 getImage times:0
14:48:07 104	3  GrabFrame times:0,result=
14:48:07 155	 2 getImage times:1
14:48:07 155	3  GrabFrame times:1,result=
14:48:07 207	 2 getImage times:2
14:48:07 207	3  GrabFrame times:2,result=
14:48:07 260	 1:start getImage
14:48:07 260	 2 getImage times:0
14:48:07 261	3  GrabFrame times:0,result=
14:48:07 312	 2 getImage times:1
14:48:07 312	3  GrabFrame times:1,result=
14:48:07 363	 2 getImage times:2
14:48:07 363	3  GrabFrame times:2,result=
14:48:07 416	 1:start getImage
14:48:07 417	 2 getImage times:0
14:48:07 417	3  GrabFrame times:0,result=
14:48:07 469	 2 getImage times:1
14:48:07 469	3  GrabFrame times:1,result=
14:48:07 521	 2 getImage times:2
14:48:07 521	3  GrabFrame times:2,result=
14:48:07 740	 1:start getImage
14:48:07 741	 2 getImage times:0
14:48:07 741	3  GrabFrame times:0,result=
14:48:07 792	 2 getImage times:1
14:48:07 792	3  GrabFrame times:1,result=
14:48:07 844	 2 getImage times:2
14:48:07 844	3  GrabFrame times:2,result=
14:48:07 897	 1:start getImage
14:48:07 897	 2 getImage times:0
14:48:07 898	3  GrabFrame times:0,result=
14:48:07 949	 2 getImage times:1
14:48:07 949	3  GrabFrame times:1,result=
14:48:08 001	 2 getImage times:2
14:48:08 001	3  GrabFrame times:2,result=
14:48:08 054	 1:start getImage
14:48:08 055	 2 getImage times:0
14:48:08 055	3  GrabFrame times:0,result=
14:48:08 106	 2 getImage times:1
14:48:08 106	3  GrabFrame times:1,result=
14:48:08 158	 2 getImage times:2
14:48:08 158	3  GrabFrame times:2,result=
14:48:08 211	 1:start getImage
14:48:08 211	 2 getImage times:0
14:48:08 212	3  GrabFrame times:0,result=
14:48:08 263	 2 getImage times:1
14:48:08 263	3  GrabFrame times:1,result=
14:48:08 315	 2 getImage times:2
14:48:08 315	3  GrabFrame times:2,result=
14:48:08 368	 1:start getImage
14:48:08 369	 2 getImage times:0
14:48:08 369	3  GrabFrame times:0,result=
14:48:08 421	 2 getImage times:1
14:48:08 421	3  GrabFrame times:1,result=
14:48:08 473	 2 getImage times:2
14:48:08 473	3  GrabFrame times:2,result=
14:48:08 526	 1:start getImage
14:48:08 527	 2 getImage times:0
14:48:08 527	3  GrabFrame times:0,result=
14:48:08 579	 2 getImage times:1
14:48:08 579	3  GrabFrame times:1,result=
14:48:08 631	 2 getImage times:2
14:48:08 631	3  GrabFrame times:2,result=
14:48:08 849	 1:start getImage
14:48:08 849	 2 getImage times:0
14:48:08 850	3  GrabFrame times:0,result=
14:48:08 901	 2 getImage times:1
14:48:08 901	3  GrabFrame times:1,result=
14:48:08 953	 2 getImage times:2
14:48:08 953	3  GrabFrame times:2,result=
14:48:09 006	 1:start getImage
14:48:09 007	 2 getImage times:0
14:48:09 007	3  GrabFrame times:0,result=
14:48:09 059	 2 getImage times:1
14:48:09 059	3  GrabFrame times:1,result=
14:48:09 110	 2 getImage times:2
14:48:09 110	3  GrabFrame times:2,result=
14:48:09 163	 1:start getImage
14:48:09 164	 2 getImage times:0
14:48:09 164	3  GrabFrame times:0,result=
14:48:09 216	 2 getImage times:1
14:48:09 216	3  GrabFrame times:1,result=
14:48:09 268	 2 getImage times:2
14:48:09 268	3  GrabFrame times:2,result=
14:48:09 321	 1:start getImage
14:48:09 321	 2 getImage times:0
14:48:09 322	3  GrabFrame times:0,result=
14:48:09 373	 2 getImage times:1
14:48:09 373	3  GrabFrame times:1,result=
14:48:09 425	 2 getImage times:2
14:48:09 425	3  GrabFrame times:2,result=
14:48:09 478	 1:start getImage
14:48:09 479	 2 getImage times:0
14:48:09 479	3  GrabFrame times:0,result=
14:48:09 531	 2 getImage times:1
14:48:09 531	3  GrabFrame times:1,result=
14:48:09 583	 2 getImage times:2
14:48:09 583	3  GrabFrame times:2,result=
14:48:09 636	 1:start getImage
14:48:09 636	 2 getImage times:0
14:48:09 637	3  GrabFrame times:0,result=
14:48:09 688	 2 getImage times:1
14:48:09 688	3  GrabFrame times:1,result=
14:48:09 740	 2 getImage times:2
