16:45:29 326	 start loadBaseParameter 
17:28:43 495	 5 ImageProcess result=
17:28:43 498	7 finish getImage
17:28:43 673	 1:start getImage
17:28:43 674	 2 getImage times:0
17:28:43 675	3  GrabFrame times:0,result=
17:28:43 680	 5 ImageProcess result=
17:28:43 683	7 finish getImage
17:28:43 684	 1:start getImage
17:28:43 685	 2 getImage times:0
17:28:43 690	3  GrabFrame times:0,result=
17:28:43 695	 5 ImageProcess result=
17:28:43 698	7 finish getImage
17:28:43 873	 1:start getImage
17:28:43 874	 2 getImage times:0
17:28:43 875	3  GrabFrame times:0,result=
17:28:43 879	 5 ImageProcess result=
17:28:43 883	7 finish getImage
17:28:43 884	 1:start getImage
17:28:43 885	 2 getImage times:0
17:28:43 891	3  GrabFrame times:0,result=
17:28:43 895	 5 ImageProcess result=
17:28:43 898	7 finish getImage
17:28:44 073	 1:start getImage
17:28:44 074	 2 getImage times:0
17:28:44 075	3  GrabFrame times:0,result=
17:28:44 080	 5 ImageProcess result=
17:28:44 083	7 finish getImage
17:28:44 084	 1:start getImage
17:28:44 085	 2 getImage times:0
17:28:44 091	3  GrabFrame times:0,result=
17:28:44 095	 5 ImageProcess result=
17:28:44 098	7 finish getImage
17:28:44 274	 1:start getImage
17:28:44 275	 2 getImage times:0
17:28:44 276	3  GrabFrame times:0,result=
17:28:44 280	 5 ImageProcess result=
17:28:44 283	7 finish getImage
17:28:44 285	 1:start getImage
17:28:44 286	 2 getImage times:0
17:28:44 291	3  GrabFrame times:0,result=
17:28:44 295	 5 ImageProcess result=
17:28:44 298	7 finish getImage
17:28:44 475	 1:start getImage
17:28:44 476	 2 getImage times:0
17:28:44 477	3  GrabFrame times:0,result=
17:28:44 482	 5 ImageProcess result=
17:28:44 485	7 finish getImage
17:28:44 486	 1:start getImage
17:28:44 487	 2 getImage times:0
17:28:44 491	3  GrabFrame times:0,result=
17:28:44 495	 5 ImageProcess result=
17:28:44 499	7 finish getImage
17:28:44 673	 1:start getImage
17:28:44 674	 2 getImage times:0
17:28:44 675	3  GrabFrame times:0,result=
17:28:44 680	 5 ImageProcess result=
17:28:44 683	7 finish getImage
17:28:44 684	 1:start getImage
17:28:44 685	 2 getImage times:0
17:28:44 691	3  GrabFrame times:0,result=
17:28:44 696	 5 ImageProcess result=
17:28:44 699	7 finish getImage
17:28:44 875	 1:start getImage
17:28:44 876	 2 getImage times:0
17:28:44 877	3  GrabFrame times:0,result=
17:28:44 882	 5 ImageProcess result=
17:28:44 885	7 finish getImage
17:28:44 886	 1:start getImage
17:28:44 887	 2 getImage times:0
17:28:44 891	3  GrabFrame times:0,result=
17:28:44 896	 5 ImageProcess result=
17:28:44 899	7 finish getImage
17:28:45 076	 1:start getImage
17:28:45 077	 2 getImage times:0
17:28:45 078	3  GrabFrame times:0,result=
17:28:45 083	 5 ImageProcess result=
17:28:45 086	7 finish getImage
17:28:45 087	 1:start getImage
17:28:45 088	 2 getImage times:0
17:28:45 090	3  GrabFrame times:0,result=
17:28:45 095	 5 ImageProcess result=
17:28:45 098	7 finish getImage
17:28:45 274	 1:start getImage
17:28:45 275	 2 getImage times:0
17:28:45 276	3  GrabFrame times:0,result=
17:28:45 280	 5 ImageProcess result=
17:28:45 285	7 finish getImage
17:28:45 286	 1:start getImage
17:28:45 287	 2 getImage times:0
17:28:45 290	3  GrabFrame times:0,result=
17:28:45 295	 5 ImageProcess result=
17:28:45 298	7 finish getImage
17:28:45 474	 1:start getImage
17:28:45 475	 2 getImage times:0
17:28:45 476	3  GrabFrame times:0,result=
17:28:45 480	 5 ImageProcess result=
17:28:45 483	7 finish getImage
17:28:45 485	 1:start getImage
17:28:45 486	 2 getImage times:0
17:28:45 491	3  GrabFrame times:0,result=
17:28:45 495	 5 ImageProcess result=
17:28:45 498	7 finish getImage
17:28:45 673	 1:start getImage
17:28:45 674	 2 getImage times:0
17:28:45 675	3  GrabFrame times:0,result=
17:28:45 679	 5 ImageProcess result=
17:28:45 682	7 finish getImage
17:28:45 684	 1:start getImage
17:28:45 685	 2 getImage times:0
17:28:45 691	3  GrabFrame times:0,result=
17:28:45 695	 5 ImageProcess result=
17:28:45 698	7 finish getImage
17:28:45 873	 1:start getImage
17:28:45 874	 2 getImage times:0
17:28:45 875	3  GrabFrame times:0,result=
17:28:45 880	 5 ImageProcess result=
17:28:45 883	7 finish getImage
17:28:45 884	 1:start getImage
17:28:45 885	 2 getImage times:0
17:28:45 891	3  GrabFrame times:0,result=
17:28:45 895	 5 ImageProcess result=
17:28:45 898	7 finish getImage
17:28:46 073	 1:start getImage
17:28:46 074	 2 getImage times:0
17:28:46 075	3  GrabFrame times:0,result=
17:28:46 080	 5 ImageProcess result=
17:28:46 083	7 finish getImage
17:28:46 085	 1:start getImage
17:28:46 085	 2 getImage times:0
17:28:46 091	3  GrabFrame times:0,result=
17:28:46 097	 5 ImageProcess result=
17:28:46 100	7 finish getImage
17:28:46 289	 1:start getImage
17:28:46 290	 2 getImage times:0
17:28:46 291	3  GrabFrame times:0,result=
17:28:46 295	 5 ImageProcess result=
17:28:46 298	7 finish getImage
17:28:46 300	 1:start getImage
17:28:46 301	 2 getImage times:0
17:28:46 302	3  GrabFrame times:0,result=
17:28:46 306	 5 ImageProcess result=
17:28:46 309	7 finish getImage
17:28:46 485	 1:start getImage
17:28:46 486	 2 getImage times:0
17:28:46 487	3  GrabFrame times:0,result=
17:28:46 491	 5 ImageProcess result=
17:28:46 494	7 finish getImage
17:28:46 496	 1:start getImage
17:28:46 496	 2 getImage times:0
17:28:46 497	3  GrabFrame times:0,result=
17:28:46 502	 5 ImageProcess result=
17:28:46 505	7 finish getImage
17:28:46 681	 1:start getImage
17:28:46 682	 2 getImage times:0
17:28:46 683	3  GrabFrame times:0,result=
17:28:46 688	 5 ImageProcess result=
17:28:46 690	7 finish getImage
17:28:46 692	 1:start getImage
17:28:46 693	 2 getImage times:0
17:28:46 694	3  GrabFrame times:0,result=
17:28:46 698	 5 ImageProcess result=
17:28:46 701	7 finish getImage
17:28:46 875	 1:start getImage
17:28:46 876	 2 getImage times:0
17:28:46 877	3  GrabFrame times:0,result=
17:28:46 881	 5 ImageProcess result=
17:28:46 884	7 finish getImage
17:28:46 886	 1:start getImage
17:28:46 886	 2 getImage times:0
17:28:46 890	3  GrabFrame times:0,result=
17:28:46 895	 5 ImageProcess result=
17:28:46 898	7 finish getImage
17:28:47 072	 1:start getImage
17:28:47 073	 2 getImage times:0
17:28:47 074	3  GrabFrame times:0,result=
17:28:47 079	 5 ImageProcess result=
17:28:47 082	7 finish getImage
17:28:47 084	 1:start getImage
17:28:47 084	 2 getImage times:0
17:28:47 090	3  GrabFrame times:0,result=
17:28:47 095	 5 ImageProcess result=
17:28:47 098	7 finish getImage
17:28:47 274	 1:start getImage
17:28:47 275	 2 getImage times:0
17:28:47 276	3  GrabFrame times:0,result=
17:28:47 280	 5 ImageProcess result=
17:28:47 283	7 finish getImage
17:28:47 285	 1:start getImage
17:28:47 286	 2 getImage times:0
17:28:47 291	3  GrabFrame times:0,result=
17:28:47 295	 5 ImageProcess result=
17:28:47 298	7 finish getImage
17:28:47 476	 1:start getImage
17:28:47 477	 2 getImage times:0
17:28:47 478	3  GrabFrame times:0,result=
17:28:47 482	 5 ImageProcess result=
17:28:47 485	7 finish getImage
17:28:47 487	 1:start getImage
17:28:47 487	 2 getImage times:0
17:28:47 491	3  GrabFrame times:0,result=
17:28:47 495	 5 ImageProcess result=
17:28:47 498	7 finish getImage
17:28:47 673	 1:start getImage
17:28:47 674	 2 getImage times:0
17:28:47 675	3  GrabFrame times:0,result=
17:28:47 679	 5 ImageProcess result=
17:28:47 682	7 finish getImage
17:28:47 684	 1:start getImage
17:28:47 685	 2 getImage times:0
17:28:47 691	3  GrabFrame times:0,result=
17:28:47 695	 5 ImageProcess result=
17:28:47 698	7 finish getImage
17:28:47 873	 1:start getImage
17:28:47 874	 2 getImage times:0
17:28:47 875	3  GrabFrame times:0,result=
17:28:47 879	 5 ImageProcess result=
17:28:47 882	7 finish getImage
17:28:47 884	 1:start getImage
17:28:47 885	 2 getImage times:0
17:28:47 891	3  GrabFrame times:0,result=
17:28:47 895	 5 ImageProcess result=
17:28:47 898	7 finish getImage
17:28:48 074	 1:start getImage
17:28:48 075	 2 getImage times:0
17:28:48 076	3  GrabFrame times:0,result=
17:28:48 080	 5 ImageProcess result=
17:28:48 084	7 finish getImage
17:28:48 085	 1:start getImage
17:28:48 086	 2 getImage times:0
17:28:48 091	3  GrabFrame times:0,result=
17:28:48 096	 5 ImageProcess result=
17:28:48 098	7 finish getImage
17:28:48 274	 1:start getImage
17:28:48 275	 2 getImage times:0
17:28:48 276	3  GrabFrame times:0,result=
17:28:48 280	 5 ImageProcess result=
17:28:48 283	7 finish getImage
17:28:48 285	 1:start getImage
17:28:48 286	 2 getImage times:0
17:28:48 291	3  GrabFrame times:0,result=
17:28:48 296	 5 ImageProcess result=
17:28:48 299	7 finish getImage
17:28:48 475	 1:start getImage
17:28:48 476	 2 getImage times:0
17:28:48 478	3  GrabFrame times:0,result=
17:28:48 481	 5 ImageProcess result=
17:28:48 484	7 finish getImage
17:28:48 487	 1:start getImage
17:28:48 487	 2 getImage times:0
17:28:48 491	3  GrabFrame times:0,result=
17:28:48 495	 5 ImageProcess result=
17:28:48 498	7 finish getImage
17:28:48 673	 1:start getImage
17:28:48 674	 2 getImage times:0
17:28:48 675	3  GrabFrame times:0,result=
17:28:48 680	 5 ImageProcess result=
17:28:48 682	7 finish getImage
17:28:48 684	 1:start getImage
17:28:48 685	 2 getImage times:0
17:28:48 690	3  GrabFrame times:0,result=
17:28:48 695	 5 ImageProcess result=
17:28:48 698	7 finish getImage
17:28:48 874	 1:start getImage
17:28:48 875	 2 getImage times:0
17:28:48 876	3  GrabFrame times:0,result=
17:28:48 880	 5 ImageProcess result=
17:28:48 883	7 finish getImage
17:28:48 885	 1:start getImage
17:28:48 885	 2 getImage times:0
17:28:48 891	3  GrabFrame times:0,result=
17:28:48 895	 5 ImageProcess result=
17:28:48 898	7 finish getImage
17:28:49 076	 1:start getImage
17:28:49 077	 2 getImage times:0
17:28:49 078	3  GrabFrame times:0,result=
17:28:49 083	 5 ImageProcess result=
17:28:49 086	7 finish getImage
17:28:49 087	 1:start getImage
17:28:49 088	 2 getImage times:0
17:28:49 091	3  GrabFrame times:0,result=
17:28:49 095	 5 ImageProcess result=
17:28:49 098	7 finish getImage
17:28:49 274	 1:start getImage
17:28:49 275	 2 getImage times:0
17:28:49 276	3  GrabFrame times:0,result=
17:28:49 280	 5 ImageProcess result=
17:28:49 283	7 finish getImage
17:28:49 285	 1:start getImage
17:28:49 285	 2 getImage times:0
17:28:49 291	3  GrabFrame times:0,result=
17:28:49 295	 5 ImageProcess result=
17:28:49 299	7 finish getImage
17:28:49 501	 1:start getImage
17:28:49 502	 2 getImage times:0
17:28:49 503	3  GrabFrame times:0,result=
17:28:49 508	 5 ImageProcess result=
17:28:49 510	7 finish getImage
17:28:49 512	 1:start getImage
17:28:49 513	 2 getImage times:0
17:28:49 531	3  GrabFrame times:0,result=
17:28:49 535	 5 ImageProcess result=
17:28:49 538	7 finish getImage
17:28:49 713	 1:start getImage
17:28:49 714	 2 getImage times:0
17:28:49 715	3  GrabFrame times:0,result=
17:28:49 719	 5 ImageProcess result=
17:28:49 722	7 finish getImage
17:28:49 724	 1:start getImage
17:28:49 724	 2 getImage times:0
17:28:49 731	3  GrabFrame times:0,result=
17:28:49 735	 5 ImageProcess result=
17:28:49 738	7 finish getImage
17:28:49 914	 1:start getImage
17:28:49 915	 2 getImage times:0
17:28:49 916	3  GrabFrame times:0,result=
17:28:49 920	 5 ImageProcess result=
17:28:49 923	7 finish getImage
17:28:49 925	 1:start getImage
17:28:49 926	 2 getImage times:0
17:28:49 931	3  GrabFrame times:0,result=
17:28:49 936	 5 ImageProcess result=
17:28:49 939	7 finish getImage
17:28:50 114	 1:start getImage
17:28:50 115	 2 getImage times:0
17:28:50 116	3  GrabFrame times:0,result=
17:28:50 120	 5 ImageProcess result=
17:28:50 123	7 finish getImage
17:28:50 125	 1:start getImage
17:28:50 125	 2 getImage times:0
17:28:50 131	3  GrabFrame times:0,result=
17:28:50 136	 5 ImageProcess result=
17:28:50 139	7 finish getImage
17:28:50 312	 1:start getImage
17:28:50 313	 2 getImage times:0
17:28:50 314	3  GrabFrame times:0,result=
17:28:50 319	 5 ImageProcess result=
17:28:50 322	7 finish getImage
17:28:50 323	 1:start getImage
17:28:50 324	 2 getImage times:0
17:28:50 330	3  GrabFrame times:0,result=
17:28:50 335	 5 ImageProcess result=
17:28:50 338	7 finish getImage
17:28:50 513	 1:start getImage
17:28:50 514	 2 getImage times:0
17:28:50 515	3  GrabFrame times:0,result=
17:28:50 519	 5 ImageProcess result=
17:28:50 522	7 finish getImage
17:28:50 524	 1:start getImage
17:28:50 525	 2 getImage times:0
17:28:50 530	3  GrabFrame times:0,result=
17:28:50 535	 5 ImageProcess result=
17:28:50 538	7 finish getImage
17:28:50 717	 1:start getImage
17:28:50 718	 2 getImage times:0
17:28:50 719	3  GrabFrame times:0,result=
17:28:50 723	 5 ImageProcess result=
17:28:50 726	7 finish getImage
17:28:50 728	 1:start getImage
17:28:50 729	 2 getImage times:0
17:28:50 731	3  GrabFrame times:0,result=
17:28:50 735	 5 ImageProcess result=
17:28:50 738	7 finish getImage
17:28:50 915	 1:start getImage
17:28:50 916	 2 getImage times:0
17:28:50 917	3  GrabFrame times:0,result=
17:28:50 921	 5 ImageProcess result=
17:28:50 925	7 finish getImage
17:28:50 926	 1:start getImage
17:28:50 927	 2 getImage times:0
17:28:50 931	3  GrabFrame times:0,result=
17:28:50 935	 5 ImageProcess result=
17:28:50 938	7 finish getImage
17:28:51 113	 1:start getImage
17:28:51 114	 2 getImage times:0
17:28:51 115	3  GrabFrame times:0,result=
17:28:51 119	 5 ImageProcess result=
17:28:51 122	7 finish getImage
17:28:51 124	 1:start getImage
17:28:51 125	 2 getImage times:0
17:28:51 131	3  GrabFrame times:0,result=
17:28:51 135	 5 ImageProcess result=
17:28:51 138	7 finish getImage
17:28:51 314	 1:start getImage
17:28:51 315	 2 getImage times:0
17:28:51 316	3  GrabFrame times:0,result=
17:28:51 320	 5 ImageProcess result=
17:28:51 324	7 finish getImage
17:28:51 325	 1:start getImage
17:28:51 326	 2 getImage times:0
17:28:51 331	3  GrabFrame times:0,result=
17:28:51 335	 5 ImageProcess result=
17:28:51 338	7 finish getImage
17:28:51 514	 1:start getImage
17:28:51 515	 2 getImage times:0
17:28:51 516	3  GrabFrame times:0,result=
17:28:51 520	 5 ImageProcess result=
17:28:51 524	7 finish getImage
17:28:51 525	 1:start getImage
17:28:51 526	 2 getImage times:0
17:28:51 531	3  GrabFrame times:0,result=
17:28:51 536	 5 ImageProcess result=
17:28:51 538	7 finish getImage
17:28:51 714	 1:start getImage
17:28:51 715	 2 getImage times:0
17:28:51 716	3  GrabFrame times:0,result=
17:28:51 720	 5 ImageProcess result=
17:28:51 723	7 finish getImage
17:28:51 725	 1:start getImage
17:28:51 726	 2 getImage times:0
17:28:51 731	3  GrabFrame times:0,result=
17:28:51 736	 5 ImageProcess result=
17:28:51 739	7 finish getImage
17:28:51 914	 1:start getImage
17:28:51 915	 2 getImage times:0
17:28:51 916	3  GrabFrame times:0,result=
17:28:51 921	 5 ImageProcess result=
17:28:51 924	7 finish getImage
17:28:51 925	 1:start getImage
17:28:51 926	 2 getImage times:0
17:28:51 931	3  GrabFrame times:0,result=
17:28:51 936	 5 ImageProcess result=
17:28:51 939	7 finish getImage
17:28:52 114	 1:start getImage
17:28:52 115	 2 getImage times:0
17:28:52 116	3  GrabFrame times:0,result=
17:28:52 120	 5 ImageProcess result=
17:28:52 123	7 finish getImage
17:28:52 125	 1:start getImage
17:28:52 126	 2 getImage times:0
17:28:52 131	3  GrabFrame times:0,result=
17:28:52 135	 5 ImageProcess result=
17:28:52 138	7 finish getImage
17:28:52 314	 1:start getImage
17:28:52 315	 2 getImage times:0
17:28:52 316	3  GrabFrame times:0,result=
17:28:52 324	 5 ImageProcess result=
17:28:52 328	7 finish getImage
17:28:52 330	 1:start getImage
17:28:52 330	 2 getImage times:0
17:28:52 331	3  GrabFrame times:0,result=
17:28:52 336	 5 ImageProcess result=
17:28:52 339	7 finish getImage
17:28:52 528	 1:start getImage
17:28:52 529	 2 getImage times:0
17:28:52 530	3  GrabFrame times:0,result=
17:28:52 534	 5 ImageProcess result=
17:28:52 537	7 finish getImage
17:28:52 539	 1:start getImage
17:28:52 539	 2 getImage times:0
17:28:52 541	3  GrabFrame times:0,result=
17:28:52 545	 5 ImageProcess result=
17:28:52 548	7 finish getImage
17:28:52 724	 1:start getImage
17:28:52 725	 2 getImage times:0
17:28:52 726	3  GrabFrame times:0,result=
17:28:52 730	 5 ImageProcess result=
17:28:52 733	7 finish getImage
17:28:52 734	 1:start getImage
17:28:52 735	 2 getImage times:0
17:28:52 736	3  GrabFrame times:0,result=
17:28:52 742	 5 ImageProcess result=
17:28:52 745	7 finish getImage
17:28:52 920	 1:start getImage
17:28:52 921	 2 getImage times:0
17:28:52 922	3  GrabFrame times:0,result=
17:28:52 927	 5 ImageProcess result=
17:28:52 929	7 finish getImage
17:28:52 931	 1:start getImage
17:28:52 932	 2 getImage times:0
17:28:52 933	3  GrabFrame times:0,result=
17:28:52 937	 5 ImageProcess result=
17:28:52 940	7 finish getImage
17:28:53 115	 1:start getImage
17:28:53 116	 2 getImage times:0
17:28:53 117	3  GrabFrame times:0,result=
17:28:53 121	 5 ImageProcess result=
17:28:53 125	7 finish getImage
17:28:53 126	 1:start getImage
17:28:53 127	 2 getImage times:0
17:28:53 131	3  GrabFrame times:0,result=
17:28:53 135	 5 ImageProcess result=
17:28:53 138	7 finish getImage
17:28:53 314	 1:start getImage
17:28:53 315	 2 getImage times:0
17:28:53 317	3  GrabFrame times:0,result=
17:28:53 321	 5 ImageProcess result=
17:28:53 324	7 finish getImage
17:28:53 325	 1:start getImage
17:28:53 326	 2 getImage times:0
17:28:53 331	3  GrabFrame times:0,result=
17:28:53 335	 5 ImageProcess result=
17:28:53 338	7 finish getImage
17:28:53 514	 1:start getImage
17:28:53 515	 2 getImage times:0
17:28:53 516	3  GrabFrame times:0,result=
17:28:53 520	 5 ImageProcess result=
17:28:53 523	7 finish getImage
17:28:53 525	 1:start getImage
17:28:53 525	 2 getImage times:0
17:28:53 531	3  GrabFrame times:0,result=
17:28:53 535	 5 ImageProcess result=
17:28:53 538	7 finish getImage
17:28:53 714	 1:start getImage
17:28:53 714	 2 getImage times:0
17:28:53 715	3  GrabFrame times:0,result=
17:28:53 720	 5 ImageProcess result=
17:28:53 722	7 finish getImage
17:28:53 724	 1:start getImage
17:28:53 724	 2 getImage times:0
17:28:53 731	3  GrabFrame times:0,result=
17:28:53 735	 5 ImageProcess result=
17:28:53 738	7 finish getImage
17:28:53 913	 1:start getImage
17:28:53 914	 2 getImage times:0
17:28:53 915	3  GrabFrame times:0,result=
17:28:53 920	 5 ImageProcess result=
17:28:53 923	7 finish getImage
17:28:53 924	 1:start getImage
17:28:53 925	 2 getImage times:0
17:28:53 931	3  GrabFrame times:0,result=
17:28:53 935	 5 ImageProcess result=
17:28:53 938	7 finish getImage
17:28:54 114	 1:start getImage
17:28:54 115	 2 getImage times:0
17:28:54 116	3  GrabFrame times:0,result=
17:28:54 120	 5 ImageProcess result=
17:28:54 123	7 finish getImage
17:28:54 125	 1:start getImage
17:28:54 126	 2 getImage times:0
17:28:54 130	3  GrabFrame times:0,result=
17:28:54 135	 5 ImageProcess result=
17:28:54 138	7 finish getImage
17:28:54 314	 1:start getImage
17:28:54 315	 2 getImage times:0
17:28:54 316	3  GrabFrame times:0,result=
17:28:54 320	 5 ImageProcess result=
17:28:54 324	7 finish getImage
17:28:54 326	 1:start getImage
17:28:54 326	 2 getImage times:0
17:28:54 331	3  GrabFrame times:0,result=
17:28:54 335	 5 ImageProcess result=
17:28:54 338	7 finish getImage
17:28:54 514	 1:start getImage
17:28:54 515	 2 getImage times:0
17:28:54 516	3  GrabFrame times:0,result=
17:28:54 520	 5 ImageProcess result=
17:28:54 523	7 finish getImage
17:28:54 525	 1:start getImage
17:28:54 525	 2 getImage times:0
17:28:54 531	3  GrabFrame times:0,result=
17:28:54 535	 5 ImageProcess result=
17:28:54 538	7 finish getImage
17:28:54 715	 1:start getImage
17:28:54 716	 2 getImage times:0
17:28:54 717	3  GrabFrame times:0,result=
17:28:54 722	 5 ImageProcess result=
17:28:54 724	7 finish getImage
17:28:54 726	 1:start getImage
17:28:54 727	 2 getImage times:0
17:28:54 731	3  GrabFrame times:0,result=
17:28:54 735	 5 ImageProcess result=
17:28:54 738	7 finish getImage
17:28:54 914	 1:start getImage
17:28:54 915	 2 getImage times:0
17:28:54 916	3  GrabFrame times:0,result=
17:28:54 921	 5 ImageProcess result=
17:28:54 924	7 finish getImage
17:28:54 925	 1:start getImage
17:28:54 926	 2 getImage times:0
17:28:54 931	3  GrabFrame times:0,result=
17:28:54 936	 5 ImageProcess result=
17:28:54 939	7 finish getImage
17:28:55 114	 1:start getImage
17:28:55 115	 2 getImage times:0
17:28:55 116	3  GrabFrame times:0,result=
17:28:55 121	 5 ImageProcess result=
17:28:55 124	7 finish getImage
17:28:55 125	 1:start getImage
17:28:55 126	 2 getImage times:0
17:28:55 131	3  GrabFrame times:0,result=
17:28:55 136	 5 ImageProcess result=
17:28:55 138	7 finish getImage
17:28:55 314	 1:start getImage
17:28:55 315	 2 getImage times:0
17:28:55 316	3  GrabFrame times:0,result=
17:28:55 320	 5 ImageProcess result=
17:28:55 323	7 finish getImage
17:28:55 325	 1:start getImage
17:28:55 325	 2 getImage times:0
17:28:55 331	3  GrabFrame times:0,result=
17:28:55 336	 5 ImageProcess result=
17:28:55 339	7 finish getImage
17:28:55 516	 1:start getImage
17:28:55 517	 2 getImage times:0
17:28:55 518	3  GrabFrame times:0,result=
17:28:55 522	 5 ImageProcess result=
17:28:55 525	7 finish getImage
17:28:55 526	 1:start getImage
17:28:55 527	 2 getImage times:0
17:28:55 530	3  GrabFrame times:0,result=
17:28:55 535	 5 ImageProcess result=
17:28:55 538	7 finish getImage
17:28:55 707	 1:start getImage
17:28:55 708	 2 getImage times:0
17:28:55 709	3  GrabFrame times:0,result=
17:28:55 714	 5 ImageProcess result=
17:28:55 717	7 finish getImage
17:28:55 718	 1:start getImage
17:28:55 719	 2 getImage times:0
17:28:55 730	3  GrabFrame times:0,result=
17:28:55 735	 5 ImageProcess result=
17:28:55 738	7 finish getImage
17:28:55 907	 1:start getImage
17:28:55 908	 2 getImage times:0
17:28:55 909	3  GrabFrame times:0,result=
17:28:55 914	 5 ImageProcess result=
17:28:55 917	7 finish getImage
17:28:55 918	 1:start getImage
17:28:55 919	 2 getImage times:0
17:28:55 931	3  GrabFrame times:0,result=
17:28:55 935	 5 ImageProcess result=
17:28:55 938	7 finish getImage
17:28:56 107	 1:start getImage
17:28:56 108	 2 getImage times:0
17:28:56 109	3  GrabFrame times:0,result=
17:28:56 114	 5 ImageProcess result=
17:28:56 117	7 finish getImage
17:28:56 119	 1:start getImage
17:28:56 119	 2 getImage times:0
17:28:56 131	3  GrabFrame times:0,result=
17:28:56 135	 5 ImageProcess result=
17:28:56 138	7 finish getImage
17:28:56 308	 1:start getImage
17:28:56 309	 2 getImage times:0
17:28:56 310	3  GrabFrame times:0,result=
17:28:56 315	 5 ImageProcess result=
17:28:56 318	7 finish getImage
17:28:56 319	 1:start getImage
17:28:56 320	 2 getImage times:0
17:28:56 331	3  GrabFrame times:0,result=
17:28:56 335	 5 ImageProcess result=
17:28:56 338	7 finish getImage
17:28:56 507	 1:start getImage
17:28:56 508	 2 getImage times:0
17:28:56 509	3  GrabFrame times:0,result=
17:28:56 514	 5 ImageProcess result=
17:28:56 516	7 finish getImage
17:28:56 518	 1:start getImage
17:28:56 518	 2 getImage times:0
17:28:56 531	3  GrabFrame times:0,result=
17:28:56 535	 5 ImageProcess result=
17:28:56 538	7 finish getImage
17:28:56 707	 1:start getImage
17:28:56 708	 2 getImage times:0
17:28:56 709	3  GrabFrame times:0,result=
17:28:56 713	 5 ImageProcess result=
17:28:56 716	7 finish getImage
17:28:56 718	 1:start getImage
17:28:56 719	 2 getImage times:0
17:28:56 731	3  GrabFrame times:0,result=
17:28:56 736	 5 ImageProcess result=
17:28:56 738	7 finish getImage
17:28:56 908	 1:start getImage
17:28:56 909	 2 getImage times:0
17:28:56 910	3  GrabFrame times:0,result=
17:28:56 914	 5 ImageProcess result=
17:28:56 917	7 finish getImage
17:28:56 919	 1:start getImage
17:28:56 919	 2 getImage times:0
17:28:56 931	3  GrabFrame times:0,result=
17:28:56 935	 5 ImageProcess result=
17:28:56 939	7 finish getImage
17:28:57 107	 1:start getImage
17:28:57 108	 2 getImage times:0
17:28:57 109	3  GrabFrame times:0,result=
17:28:57 113	 5 ImageProcess result=
17:28:57 116	7 finish getImage
17:28:57 118	 1:start getImage
17:28:57 118	 2 getImage times:0
17:28:57 131	3  GrabFrame times:0,result=
17:28:57 136	 5 ImageProcess result=
17:28:57 139	7 finish getImage
17:28:57 307	 1:start getImage
17:28:57 308	 2 getImage times:0
17:28:57 309	3  GrabFrame times:0,result=
17:28:57 314	 5 ImageProcess result=
17:28:57 317	7 finish getImage
17:28:57 318	 1:start getImage
17:28:57 319	 2 getImage times:0
17:28:57 330	3  GrabFrame times:0,result=
17:28:57 335	 5 ImageProcess result=
17:28:57 338	7 finish getImage
17:28:57 506	 1:start getImage
17:28:57 507	 2 getImage times:0
17:28:57 508	3  GrabFrame times:0,result=
17:28:57 512	 5 ImageProcess result=
17:28:57 515	7 finish getImage
17:28:57 517	 1:start getImage
17:28:57 517	 2 getImage times:0
17:28:57 530	3  GrabFrame times:0,result=
17:28:57 535	 5 ImageProcess result=
17:28:57 538	7 finish getImage
17:28:57 706	 1:start getImage
17:28:57 707	 2 getImage times:0
17:28:57 708	3  GrabFrame times:0,result=
17:28:57 712	 5 ImageProcess result=
17:28:57 715	7 finish getImage
17:28:57 717	 1:start getImage
17:28:57 717	 2 getImage times:0
17:28:57 731	3  GrabFrame times:0,result=
17:28:57 735	 5 ImageProcess result=
17:28:57 738	7 finish getImage
17:28:57 906	 1:start getImage
17:28:57 907	 2 getImage times:0
17:28:57 908	3  GrabFrame times:0,result=
17:28:57 912	 5 ImageProcess result=
17:28:57 915	7 finish getImage
17:28:57 917	 1:start getImage
17:28:57 917	 2 getImage times:0
17:28:57 931	3  GrabFrame times:0,result=
17:28:57 935	 5 ImageProcess result=
17:28:57 938	7 finish getImage
17:28:58 106	 1:start getImage
17:28:58 107	 2 getImage times:0
17:28:58 108	3  GrabFrame times:0,result=
17:28:58 112	 5 ImageProcess result=
17:28:58 115	7 finish getImage
17:28:58 117	 1:start getImage
17:28:58 117	 2 getImage times:0
17:28:58 131	3  GrabFrame times:0,result=
17:28:58 135	 5 ImageProcess result=
17:28:58 138	7 finish getImage
17:28:58 307	 1:start getImage
17:28:58 308	 2 getImage times:0
17:28:58 309	3  GrabFrame times:0,result=
17:28:58 313	 5 ImageProcess result=
17:28:58 317	7 finish getImage
17:28:58 318	 1:start getImage
17:28:58 319	 2 getImage times:0
17:28:58 331	3  GrabFrame times:0,result=
17:28:58 335	 5 ImageProcess result=
17:28:58 338	7 finish getImage
17:28:58 506	 1:start getImage
17:28:58 507	 2 getImage times:0
17:28:58 508	3  GrabFrame times:0,result=
17:28:58 512	 5 ImageProcess result=
17:28:58 515	7 finish getImage
17:28:58 517	 1:start getImage
17:28:58 517	 2 getImage times:0
17:28:58 531	3  GrabFrame times:0,result=
17:28:58 535	 5 ImageProcess result=
